ID,GROUP NO,DESCRIPTION,FUNC,UNIT,TYPE,SENSOR TYPE,ALARM GROUP,INPUT CH,INHIBIT ID,OUT CH,EAU GROUP,RANGE MIN,RANGE MAX,LOW ALARM,HIGH ALARM,OFFSET,SPAN,ON DELAY,OFFDELAY,CONTROL,ENABLE,ALARM LEVEL,VDR,LOLO (INDICATOR),LOW ,HIGH,HIHI,ALARM PRINTER,LOLO ALARM,HIHI ALARM,ONDELAY2,OFFDELAY2,MEAN ID,INPUT ID
429,TK08,NO.4 M.D.O. TANK(S),LIAH,mm,3,26,13,334,0,0,5,20,2200,0,0,0,0,15,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
430,TK14,NO.5 M.D.O. TANK(P),LIAH,mm,3,26,13,337,0,0,5,10,2500,0,0,0,0,15,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
431,TK15,NO.5 M.D.O. TANK(S),LIAH,mm,3,26,13,336,0,0,5,15,2500,0,0,0,0,15,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
432,TK17,NO.1 WATER BALLAST TANK(C),LIAH,mm,3,26,13,340,0,0,5,20,5000,0,0,0,0,15,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
433,TK18,NO.2 WATER BALLAST TANK(C),LIAH,mm,3,26,13,341,0,0,5,20,2200,0,0,0,0,15,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
434,TK19,NO.3 WATER BALLAST TANK(P),LIAH,mm,3,26,13,342,0,0,5,25,2200,0,0,0,0,15,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
435,TK20,NO.3 WATER BALLAST TANK(S),LIAH,mm,3,26,13,343,0,0,5,30,2200,0,0,0,0,15,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
436,TK21,NO.4 WATER BALLAST TANK(P),LIAH,mm,3,26,13,345,0,0,5,218,4500,0,0,0,0,15,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
437,TK22,NO.4 WATER BALLAST TANK(S),LIAH,mm,3,26,13,344,0,0,5,218,4500,0,0,0,0,15,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
438,TK23,NO.5 WATER BALLAST TANK(P),LIAH,mm,3,26,13,346,0,0,5,20,1400,0,0,0,0,15,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
439,TK24,NO.5 WATER BALLAST TANK(S),LIAH,mm,3,26,13,347,0,0,5,20,1400,0,0,0,0,15,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
440,TK25,NO.1 FRESH WATER TANK (P),LI,mm,3,26,13,350,0,0,5,20,2000,0,0,0,0,15,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
441,TK26,NO.1 FRESH WATER TANK (S),LI,mm,3,26,13,351,0,0,5,20,2000,0,0,0,0,15,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
442,TK27,NO.2 FRESH WATER TANK (P),LI,mm,3,26,13,352,0,0,5,20,2200,0,0,0,0,15,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
443,TK28,NO.2 FRESH WATER.TANK (S),LI,mm,3,26,13,353,0,0,5,20,2200,0,0,0,0,15,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
445,TK36,L.O DRAIN TANK HIGH LV,LAH,,1,0,13,1407,0,0,5,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
446,TK37,SLUDGE TANK HIGH LV,LAH,,1,0,13,1408,0,0,5,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
447,TK38,BILGE HOLDING TANK HIGH LV,LAH,,1,0,13,1409,0,0,5,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
448,TK39,M.D.O OVERFLOW TANK HIGH LV,LAH,,1,0,13,1410,0,0,5,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
449,TK40,M.D.O DRAIN TANK HIGH LV,LAH,,1,0,13,1411,0,0,5,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
450,TK53,LT FW EXP. TANK LOW,LAL,,1,0,13,1507,0,0,5,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
451,TK54,HT FW WXP. TANK LOW,LAL,,1,0,13,1508,0,0,5,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
452,TK55,EMC'Y GEN F.O TANK LOW,LAL,,1,0,13,1509,0,0,5,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
453,TK45,NO.2 M.D.O SERV. TANK(P) HIGH LV,LAH,,1,0,13,1415,0,0,5,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
454,TK46,NO.2 M.D.O SERV. TANK(P) LOW LV,LAL,,1,0,13,1500,0,0,5,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
455,TK47,NO.1 M.D.O SERV. TANK(S) HIGH LV,LAH,,1,0,13,1501,0,0,5,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
456,TK48,NO.1 M.D.O SERV. TANK(S) LOW LV,LAL,,1,0,13,1502,0,0,5,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
457,TK49,M.D.O SETTLING TANK LOW LV,LAL,,1,0,13,1503,0,0,5,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
458,TK50,M.D.O SETTLING TANK HIGH LV,LAH,,1,0,13,1504,0,0,5,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
459,TK56,L.O PURIFIER TANK HIGH,LAH,,1,0,13,1510,0,0,5,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
460,TK57,F.O PURIFIER TANK HIGH,LAH,,1,0,13,1511,0,0,5,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
461,BS01,E/R FWD PORT BILGE WELL HIGH LV ,LAH,,1,0,14,1600,0,0,5,0,0,0,0,0,0,10,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
462,BS02,E/R FWD STBD BILGE WELL HIGH LV ,LAH,,1,0,14,1601,0,0,5,0,0,0,0,0,0,10,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
463,BS03,E/R AFT(C) HIGH LV ,LAH,,1,0,14,1602,0,0,5,0,0,0,0,0,0,10,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
464,BS04,E/R AFT PORT BILGE WELL HIGH LV ,LAH,,1,0,14,1603,0,0,5,0,0,0,0,0,0,10,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
465,BS05,E/R AFT STBD BILGE WELL HIGH LV ,LAH,,1,0,14,1604,0,0,5,0,0,0,0,0,0,10,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
468,BS08,BOW ROOM BILGE WELL HIGH LV,LAH,,1,0,14,1607,0,0,5,0,0,0,0,0,0,10,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
469,BS09,BOSUN STORE BILGE WELL HIGH LV,LAH,,1,0,14,1608,0,0,5,0,0,0,0,0,0,10,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
470,BS10,S/G ROOM BILGE WELL HIGH LV,LAH,,1,0,14,1609,0,0,5,0,0,0,0,0,0,10,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
471,SY01,MAIN WSPC FAULT,XA,,8,0,17,0,0,0,5,0,0,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
472,SY02,SEC. WSPC FAULT,XA,,8,0,17,0,0,0,5,0,0,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
473,SY03,BRIDGE WSPC FAULT,XA,,8,0,17,0,0,0,5,0,0,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
474,SY04,MAIN MPU FAULT,XA,,8,0,17,0,0,0,5,0,0,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
475,SY05,MAIN MPU ENET #1 FAULT,XA,,8,0,17,0,0,0,5,0,0,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
476,SY06,MAIN MPU ENET #2 FAULT,XA,,8,0,17,0,0,0,5,0,0,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
477,SY07,SEC. MPU FAULT,XA,,8,0,17,0,0,0,5,0,0,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
478,SY08,SEC. MPU ENET #1 FAULT,XA,,8,0,17,0,0,0,5,0,0,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
479,SY09,SEC. MPU ENET #2 FAULT,XA,,8,0,17,0,0,0,5,0,0,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
480,SY10,IOU FAULT,XA,,8,0,17,0,0,0,5,0,0,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
481,SY11,IOU ENET #1 FAULT,XA,,8,0,17,0,0,0,5,0,0,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
482,SY12,IOU ENET #2 FAULT,XA,,8,0,17,0,0,0,5,0,0,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
483,SY16,ComPU RUN FAULT,XA,,8,0,17,0,0,0,5,0,0,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
484,SY17,ComPU ENET #1 FAULT,XA,,8,0,17,0,0,0,5,0,0,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
485,SY18,ComPU ENET #2 FAULT,XA,,8,0,17,0,0,0,5,0,0,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
486,SY19,NO.1 M/E COMM. FAULT,XA,,8,0,17,0,0,0,5,0,0,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
487,SY20,NO.2 M/E COMM. FAULT,XA,,8,0,17,0,0,0,5,0,0,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
488,SY21,NO.1 G/E COMM. FAULT,XA,,8,0,17,0,0,0,5,0,0,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
489,SY22,NO.2 G/E COMM. FAULT,XA,,8,0,17,0,0,0,5,0,0,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
490,SY23,HARBOR G/E COMM. FAULT,XA,,8,0,17,0,0,0,5,0,0,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
491,SY24,UPS COMM. FAULT,XA,,8,0,17,0,0,0,5,0,0,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
494,SY27,PMS COMM. FAULT,XA,,8,0,17,0,0,0,5,0,0,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
495,SY30,W/H EAU UNIT FAULT,XA,,8,0,17,0,0,0,5,0,0,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
496,SY31,C/E EAU UNIT FAULT,XA,,8,0,17,0,0,0,5,0,0,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
497,SY32,1/E EAU UNIT FAULT,XA,,8,0,17,0,0,0,5,0,0,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
498,SY33,2/E EAU  UNIT FAULT,XA,,8,0,17,0,0,0,5,0,0,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
499,SY34,3/E EAU  UNIT FAULT,XA,,8,0,17,0,0,0,5,0,0,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
500,SY35,MESS EAU UNIT FAULT,XA,,8,0,17,0,0,0,5,0,0,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
501,SY40,UPS POWER FAIL,XA,,8,0,17,6601,0,0,5,0,0,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
502,SY41,UPS BACKUP TIME,LIAL,min,4,0,17,6602,0,0,5,0,100,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
503,SY42,UPS CHARGING LV,LIAL,%,4,0,17,6603,0,0,5,0,100,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
504,PP01_ABN,NO.1 M.D.O TRANS. PP ABNORMAL,XC,,1,0,15,1802,0,0,5,0,0,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
507,PP02_ABN,L.O PURIFIER FEED PP ABNORMAL,XC,,1,0,15,1807,0,0,5,0,0,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
508,PP03_ABN,NO.3 M.D.O TRANS. PP ABNORMAL,XC,,1,0,15,1810,0,0,5,0,0,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
511,PP04_ABN,G/S. FIRE & BALLAST PP ABNORMAL,XC,,1,0,15,1815,0,0,5,0,0,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
514,PP05_ABN,NO.1 E/R VENT. FAN ABNORMAL,XC,,1,0,15,1902,0,0,5,0,0,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
515,PP06_ABN,SLUDGE PP ABNORMAL,XC,,1,0,15,1903,0,0,5,0,0,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
516,PP07_ABN,L.O TRANS. PP ABNORMAL,XC,,1,0,15,2002,0,0,5,0,0,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
517,PP08_ABN,NO.2 M.D.O TRANS. PP ABNORMAL,XC,,1,0,15,2008,0,0,5,0,0,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
518,PP09_ABN,FIRE. BILGE & BALLAST PP ABNORMAL,XC,,1,0,15,2011,0,0,5,0,0,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
521,PP10_ABN,NO.2 E/R VENT. FAN ABNORMAL,XC,,1,0,15,2014,0,0,5,0,0,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
522,PP11_ABN,E.C.R. FAN ABNORMAL,XC,,1,0,15,2015,0,0,5,0,0,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
524,PP21,NO.1 M/E START ORDER H.T. C.W. PREHEATING UNIT,XC,,2,0,15,1255,0,0,5,0,0,0,0,0,0,15,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
526,PP23,NO.1 M/E POST-COOLING IS ACTIVE,XI,,2,0,15,1257,0,0,5,0,0,0,0,0,0,15,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
534,PP31,NO.1 M/E L.O. ST'BY PP ABNORMAL,XA,,2,0,15,1266,0,0,5,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
535,PP32,NO.2 M/E H.T. C.W. ST'BY PP ABNORMAL,XA,,2,0,15,1267,0,0,5,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
536,PP33,NO.1 M/E L.T. C.W. ST'BY PP ABNORMAL,XA,,2,0,15,1268,0,0,5,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
537,PP34,NO.1 M/E F.O. ST'BY PP ABNORMAL,XA,,2,0,15,1269,0,0,5,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
538,PP35,NO.1 M/E G/B L.O. ST'BY PP ABNORMAL,XA,,2,0,15,1270,0,0,5,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
539,PP36,NO.1 M/E S.W. MAIN PP ABNORMAL,XA,,2,0,15,1271,0,0,5,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
540,PP37,NO.2 M/E S.W. ST'BY PP ABNORMAL,XA,,2,0,15,1272,0,0,5,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
541,PP38,NO.1 M/E A.C. MAIN PP ABNORMAL,XA,,2,0,15,1273,0,0,5,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
542,PP39,NO.2 M/E A.C. ST'BY PP ABNORMAL,XA,,2,0,15,1274,0,0,5,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
544,PP41,NO.2 M/E START ORDER H.T. C.W. PREHEATING UNIT,XA,,2,0,15,2455,0,0,5,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
546,PP43,NO.2 M/E POST-COOLING IS ACTIVE,XA,,2,0,15,2457,0,0,5,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
550,PP47,NO.2 M/E L.O. ST'BY PP ABNORMAL,XA,,2,0,15,2462,0,0,5,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
551,PP48,NO.2 M/E F.O. ST'BY PP ABNORMAL,XA,,2,0,15,2463,0,0,5,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
552,PP49,NO.2 M/E G/B L.O. ST'BY PP ABNORMAL,XA,,2,0,15,2464,0,0,5,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
576,BS13,NO.1 STORE(GYMNASIUM),XA,,1,0,14,1611,0,0,5,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
577,BS14,NO.3 STORE(P),XA,,1,0,14,1613,0,0,5,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
578,BS15,NO.3 STORE(S),XA,,1,0,14,1614,0,0,5,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
579,BS11,ECHO SOUND & SPEED LOG TANK,XA,,1,0,14,1610,0,0,5,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
581,MP07,LO PURIFIER RUNNING,XI,,1,0,12,811,0,0,5,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
582,MP08,LO PURIFIER ABNORMAL,XA,,1,0,12,812,0,0,5,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
583,MP09,MGPS ABNORMAL,XA,,1,0,12,813,0,0,5,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
584,ES25,M.D.O PURIFIER RUNNING,XI,,1,0,10,711,0,0,5,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
585,ES26,M.D.O PURIFIER ABNORMAL,XA,,1,0,10,712,0,0,5,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
586,ES27,A.R.T. RUNNING,XI,,1,0,13,713,0,0,5,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
587,ES28,A.R.T. ABNORMAL,XA,,1,0,13,714,0,0,5,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
588,MP28,BOW THRUSTER RUNNING,XA,,1,0,12,912,0,0,5,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
589,ES06,NO.1 AIRCON. RUNNING,XI,,1,0,10,1006,0,0,5,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
590,ES07,NO.1 AIRCON ABNORMAL,XA,,1,0,10,1007,0,0,5,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
591,ES08,NO.2 AIRCON. RUNNING,XI,,1,0,10,1008,0,0,5,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
592,ES09,NO.2 AIRCON. ABNORMAL,XA,,1,0,10,1009,0,0,5,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
593,SY43,CABINET DOOR OPEN ALARM,XA,,1,0,17,2115,0,0,5,0,0,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
594,TK29,ANTI ROLLING TANK,LI,mm,3,26,13,354,0,0,5,20,4000,0,0,0,0,15,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
595,ME25,NO.1 M/E EXH. GAS TEMP. CYLINDER 1 MAX. VALUE EXCEEDED,TA,,2,0,4,1118,175,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
596,ME26,NO.1 M/E EXH. GAS TEMP. CYLINDER 2 MAX. VALUE EXCEEDED,TA,,2,0,4,1119,175,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
597,ME27,NO.1 M/E EXH. GAS TEMP. CYLINDER 3 MAX. VALUE EXCEEDED,TA,,2,0,4,1120,175,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
598,ME28,NO.1 M/E EXH. GAS TEMP. CYLINDER 4 MAX. VALUE EXCEEDED,TA,,2,0,4,1121,175,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
599,ME29,NO.1 M/E EXH. GAS TEMP. CYLINDER 5 MAX. VALUE EXCEEDED,TA,,2,0,4,1122,175,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
600,ME30,NO.1 M/E EXH. GAS TEMP. CYLINDER 6 MAX. VALUE EXCEEDED,TA,,2,0,4,1123,175,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
601,ME31,NO.1 M/E EXH. GAS TEMP. TC INLET MAX. VALUE EXCEEDED,TA,,2,0,4,1124,175,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
602,ME32,NO.1 M/E EXH. GAS TEMP. TC OUTLET MAX. VALUE EXCEEDED,TA,,2,0,4,1125,175,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
603,ME33,NO.1 M/E EXH. GAS TEMP. CYL. 1 DEVIATION ALARM,TDA,,2,0,4,1126,175,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
604,ME34,NO.1 M/E EXH. GAS TEMP. CYL. 2 DEVIATION ALARM,TDA,,2,0,4,1127,175,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
605,ME35,NO.1 M/E EXH. GAS TEMP. CYL. 3 DEVIATION ALARM,TDA,,2,0,4,1128,175,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
606,ME36,NO.1 M/E EXH. GAS TEMP. CYL. 4 DEVIATION ALARM,TDA,,2,0,4,1129,175,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
607,ME37,NO.1 M/E EXH. GAS TEMP. CYL. 5 DEVIATION ALARM,TDA,,2,0,4,1130,175,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
608,ME38,NO.1 M/E EXH. GAS TEMP. CYL. 6 DEVIATION ALARM,TDA,,2,0,4,1131,175,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
609,SD35,NO.1 M/E EXH. GAS TEMP. CYL. 1 MAX. VALUE EXCEEDED SD,TI,,2,0,16,1132,0,0,1,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
610,SD36,NO.1 M/E EXH. GAS TEMP. CYL. 2 MAX. VALUE EXCEEDED SD,TI,,2,0,16,1133,0,0,1,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
611,SD37,NO.1 M/E EXH. GAS TEMP. CYL. 3 MAX. VALUE EXCEEDED SD,TI,,2,0,16,1134,0,0,1,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
612,SD38,NO.1 M/E EXH. GAS TEMP. CYL. 4 MAX. VALUE EXCEEDED SD,TI,,2,0,16,1135,0,0,1,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
613,SD39,NO.1 M/E EXH. GAS TEMP. CYL. 5 MAX. VALUE EXCEEDED SD,TI,,2,0,16,1136,0,0,1,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
614,SD40,NO.1 M/E EXH. GAS TEMP. CYL. 6 MAX. VALUE EXCEEDED SD,TI,,2,0,16,1137,0,0,1,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
615,SD41,NO.1 M/E EXH. GAS TEMP. TC INLET MAX. VALUE EXCEEDED SD,TI,,2,0,16,1138,0,0,1,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
616,SD42,NO.1 M/E EXH. GAS TEMP. TC OUTLET MAX. VALUE EXCEEDED SD,TI,,2,0,16,1139,0,0,1,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
617,SD43,NO.1 M/E EXH. GAS TEMP. CYL. 1 MEAN VALUE DEVIATION SD,TI,,2,0,16,1140,0,0,1,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
618,SD44,NO.1 M/E EXH. GAS TEMP. CYL. 2 MEAN VALUE DEVIATION SD,TI,,2,0,16,1141,0,0,1,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
619,SD45,NO.1 M/E EXH. GAS TEMP. CYL. 3 MEAN VALUE DEVIATION SD,TI,,2,0,16,1142,0,0,1,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
620,SD46,NO.1 M/E EXH. GAS TEMP. CYL. 4 MEAN VALUE DEVIATION SD,TI,,2,0,16,1143,0,0,1,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
621,SD47,NO.1 M/E EXH. GAS TEMP. CYL. 5 MEAN VALUE DEVIATION SD,TI,,2,0,16,1144,0,0,1,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
622,SD48,NO.1 M/E EXH. GAS TEMP. CYL. 6 MEAN VALUE DEVIATION SD,TI,,2,0,16,1145,0,0,1,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
